2.415090e+05	3.391985e+06
2.415090e+05	3.391985e+06
2.415087e+05	3.391986e+06
2.415084e+05	3.391986e+06
2.415084e+05	3.391986e+06
2.415084e+05	3.391986e+06
2.415090e+05	3.391985e+06
2.415093e+05	3.391985e+06
2.415094e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415090e+05	3.391985e+06
2.415090e+05	3.391985e+06
2.415090e+05	3.391985e+06
2.415090e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415092e+05	3.391985e+06
2.415093e+05	3.391985e+06
2.415093e+05	3.391985e+06
2.415093e+05	3.391985e+06
2.415093e+05	3.391985e+06
2.415095e+05	3.391985e+06
2.415128e+05	3.391983e+06
2.415130e+05	3.391983e+06
2.415130e+05	3.391983e+06
2.415147e+05	3.391983e+06
2.415149e+05	3.391983e+06
2.415149e+05	3.391983e+06
2.415149e+05	3.391983e+06
2.415166e+05	3.391982e+06
2.415177e+05	3.391982e+06
2.415187e+05	3.391982e+06
2.415192e+05	3.391982e+06
2.415192e+05	3.391982e+06
2.415197e+05	3.391983e+06
2.415195e+05	3.391983e+06
2.415195e+05	3.391984e+06
2.415192e+05	3.391984e+06
2.415193e+05	3.391984e+06
2.415204e+05	3.391985e+06
2.415216e+05	3.391987e+06
2.415232e+05	3.391990e+06
2.415263e+05	3.391992e+06
2.415304e+05	3.391995e+06
2.415344e+05	3.391998e+06
2.415382e+05	3.392000e+06
2.415421e+05	3.392003e+06
2.415471e+05	3.392006e+06
2.415533e+05	3.392010e+06
2.415598e+05	3.392013e+06
2.415664e+05	3.392017e+06
2.415740e+05	3.392021e+06
2.415821e+05	3.392025e+06
2.415902e+05	3.392030e+06
2.415975e+05	3.392034e+06
2.416057e+05	3.392036e+06
2.416117e+05	3.392040e+06
2.416179e+05	3.392044e+06
2.416239e+05	3.392048e+06
2.416321e+05	3.392051e+06
2.416412e+05	3.392054e+06
2.416472e+05	3.392059e+06
2.416540e+05	3.392064e+06
2.416626e+05	3.392069e+06
2.416733e+05	3.392074e+06
2.416833e+05	3.392079e+06
2.416932e+05	3.392084e+06
2.417016e+05	3.392089e+06
2.417083e+05	3.392095e+06
2.417145e+05	3.392100e+06
2.417202e+05	3.392104e+06
2.417272e+05	3.392108e+06
2.417350e+05	3.392112e+06
2.417428e+05	3.392117e+06
2.417509e+05	3.392123e+06
2.417597e+05	3.392129e+06
2.417689e+05	3.392135e+06
2.417792e+05	3.392141e+06
2.417907e+05	3.392147e+06
2.418033e+05	3.392153e+06
2.418167e+05	3.392159e+06
2.418301e+05	3.392166e+06
2.418437e+05	3.392173e+06
2.418581e+05	3.392181e+06
2.418732e+05	3.392189e+06
2.418886e+05	3.392197e+06
2.419044e+05	3.392205e+06
2.419211e+05	3.392213e+06
2.419379e+05	3.392220e+06
2.419555e+05	3.392227e+06
2.419737e+05	3.392234e+06
2.419919e+05	3.392240e+06
2.420098e+05	3.392246e+06
2.420283e+05	3.392251e+06
2.420465e+05	3.392256e+06
2.420641e+05	3.392261e+06
2.420816e+05	3.392266e+06
2.420984e+05	3.392272e+06
2.421155e+05	3.392276e+06
2.421322e+05	3.392281e+06
2.421494e+05	3.392286e+06
2.421658e+05	3.392290e+06
2.421819e+05	3.392294e+06
2.421988e+05	3.392299e+06
2.422157e+05	3.392303e+06
2.422331e+05	3.392307e+06
2.422497e+05	3.392312e+06
2.422670e+05	3.392317e+06
2.422847e+05	3.392322e+06
2.423020e+05	3.392326e+06
2.423201e+05	3.392331e+06
2.423375e+05	3.392335e+06
2.423552e+05	3.392339e+06
2.423726e+05	3.392343e+06
2.423901e+05	3.392348e+06
2.424081e+05	3.392352e+06
2.424258e+05	3.392357e+06
2.424430e+05	3.392360e+06
2.424605e+05	3.392364e+06
2.424768e+05	3.392369e+06
2.424927e+05	3.392373e+06
2.425081e+05	3.392377e+06
2.425239e+05	3.392381e+06
2.425393e+05	3.392385e+06
2.425541e+05	3.392388e+06
2.425688e+05	3.392393e+06
2.425841e+05	3.392397e+06
2.425997e+05	3.392401e+06
2.426153e+05	3.392406e+06
2.426311e+05	3.392410e+06
2.426467e+05	3.392415e+06
2.426623e+05	3.392420e+06
2.426776e+05	3.392425e+06
2.426933e+05	3.392430e+06
2.427088e+05	3.392437e+06
2.427245e+05	3.392443e+06
2.427400e+05	3.392450e+06
2.427550e+05	3.392457e+06
2.427702e+05	3.392465e+06
2.427853e+05	3.392472e+06
2.428000e+05	3.392480e+06
2.428139e+05	3.392487e+06
2.428275e+05	3.392495e+06
2.428411e+05	3.392502e+06
2.428555e+05	3.392508e+06
2.428696e+05	3.392515e+06
2.428830e+05	3.392522e+06
2.428963e+05	3.392528e+06
2.429103e+05	3.392534e+06
2.429250e+05	3.392539e+06
2.429397e+05	3.392545e+06
2.429553e+05	3.392551e+06
2.429715e+05	3.392557e+06
2.429899e+05	3.392563e+06
2.430079e+05	3.392570e+06
2.430237e+05	3.392576e+06
2.430399e+05	3.392582e+06
2.430571e+05	3.392588e+06
2.430745e+05	3.392595e+06
2.430920e+05	3.392602e+06
2.431107e+05	3.392609e+06
2.431299e+05	3.392616e+06
2.431502e+05	3.392624e+06
2.431687e+05	3.392632e+06
2.431842e+05	3.392639e+06
2.431901e+05	3.392641e+06
2.431859e+05	3.392638e+06
2.432036e+05	3.392645e+06
2.432204e+05	3.392650e+06
2.432373e+05	3.392657e+06
2.432535e+05	3.392662e+06
2.432705e+05	3.392668e+06
2.432863e+05	3.392673e+06
2.433007e+05	3.392677e+06
2.433114e+05	3.392680e+06
2.433195e+05	3.392681e+06
2.433304e+05	3.392682e+06
2.433381e+05	3.392683e+06
2.433475e+05	3.392684e+06
2.433565e+05	3.392685e+06
2.433653e+05	3.392686e+06
2.433757e+05	3.392687e+06
2.433871e+05	3.392688e+06
2.434010e+05	3.392689e+06
2.434168e+05	3.392691e+06
2.434345e+05	3.392693e+06
2.434517e+05	3.392694e+06
2.434683e+05	3.392694e+06
2.434843e+05	3.392693e+06
2.435004e+05	3.392692e+06
2.435163e+05	3.392691e+06
2.435300e+05	3.392688e+06
2.435447e+05	3.392686e+06
2.435594e+05	3.392684e+06
2.435729e+05	3.392681e+06
2.435854e+05	3.392679e+06
2.435982e+05	3.392676e+06
2.436106e+05	3.392673e+06
2.436234e+05	3.392669e+06
2.436361e+05	3.392665e+06
2.436493e+05	3.392661e+06
2.436620e+05	3.392656e+06
2.436739e+05	3.392651e+06
2.436841e+05	3.392647e+06
2.436917e+05	3.392643e+06
2.436969e+05	3.392641e+06
2.437015e+05	3.392638e+06
2.437058e+05	3.392636e+06
2.437101e+05	3.392634e+06
2.437140e+05	3.392632e+06
2.437176e+05	3.392630e+06
2.437203e+05	3.392629e+06
2.437219e+05	3.392628e+06
2.437227e+05	3.392628e+06
2.437233e+05	3.392627e+06
2.437243e+05	3.392627e+06
2.437260e+05	3.392625e+06
2.437292e+05	3.392624e+06
2.437336e+05	3.392621e+06
2.437383e+05	3.392619e+06
2.437429e+05	3.392616e+06
2.437481e+05	3.392613e+06
2.437541e+05	3.392610e+06
2.437606e+05	3.392607e+06
2.437667e+05	3.392603e+06
2.437721e+05	3.392599e+06
2.437782e+05	3.392595e+06
2.437850e+05	3.392591e+06
2.437917e+05	3.392586e+06
2.437983e+05	3.392581e+06
2.438052e+05	3.392576e+06
2.438118e+05	3.392570e+06
2.438189e+05	3.392565e+06
2.438258e+05	3.392560e+06
2.438322e+05	3.392554e+06
