$GPGGA,102849.000,3027.4840,N,11424.2698,E,1,08,2.8,56.2,M,-13.6,M,,0000*49
$GPGGA,102850.000,3027.4840,N,11424.2703,E,1,08,2.8,56.2,M,-13.6,M,,0000*42
$GPGGA,102851.000,3027.4840,N,11424.2705,E,1,09,1.1,56.3,M,-13.6,M,,0000*4F
$GPGGA,102852.000,3027.4839,N,11424.2708,E,1,08,1.2,56.3,M,-13.6,M,,0000*4D
$GPGGA,102853.000,3027.4837,N,11424.2712,E,1,08,1.2,56.3,M,-13.6,M,,0000*49
$GPGGA,102854.000,3027.4835,N,11424.2714,E,1,08,1.2,56.3,M,-13.6,M,,0000*4A
$GPGGA,102855.000,3027.4834,N,11424.2717,E,1,08,1.2,56.2,M,-13.6,M,,0000*48
$GPGGA,102856.000,3027.4832,N,11424.2719,E,1,08,1.2,56.2,M,-13.6,M,,0000*43
$GPGGA,102857.000,3027.4832,N,11424.2722,E,1,08,1.2,56.2,M,-13.6,M,,0000*4A
$GPGGA,102858.000,3027.4832,N,11424.2722,E,1,07,2.9,56.3,M,-13.6,M,,0000*43
$GPGGA,102859.000,3027.4833,N,11424.2723,E,1,07,2.9,56.4,M,-13.6,M,,0000*45
$GPGGA,102900.000,3027.4835,N,11424.2725,E,1,07,2.9,56.4,M,-13.6,M,,0000*48
$GPGGA,102901.000,3027.4837,N,11424.2726,E,1,07,2.9,56.4,M,-13.6,M,,0000*48
$GPGGA,102902.000,3027.4839,N,11424.2727,E,1,07,2.9,56.5,M,-13.6,M,,0000*45
$GPGGA,102903.000,3027.4841,N,11424.2728,E,1,07,2.9,56.5,M,-13.6,M,,0000*44
$GPGGA,102904.000,3027.4840,N,11424.2730,E,1,07,2.9,56.5,M,-13.6,M,,0000*4B
$GPGGA,102905.000,3027.4838,N,11424.2730,E,1,07,2.9,56.6,M,-13.6,M,,0000*46
$GPGGA,102906.000,3027.4836,N,11424.2730,E,1,07,2.9,56.6,M,-13.6,M,,0000*4B
$GPGGA,102907.000,3027.4835,N,11424.2731,E,1,07,2.9,56.7,M,-13.6,M,,0000*49
$GPGGA,102908.000,3027.4834,N,11424.2733,E,1,07,2.9,56.8,M,-13.6,M,,0000*4A
$GPGGA,102909.000,3027.4834,N,11424.2735,E,1,07,2.9,56.8,M,-13.6,M,,0000*4D
$GPGGA,102910.000,3027.4833,N,11424.2735,E,1,07,2.9,56.7,M,-13.6,M,,0000*4D
$GPGGA,102911.000,3027.4831,N,11424.2738,E,1,07,2.9,56.7,M,-13.6,M,,0000*43
$GPGGA,102912.000,3027.4832,N,11424.2739,E,1,06,3.0,56.7,M,-13.6,M,,0000*4B
$GPGGA,102913.000,3027.4833,N,11424.2740,E,1,07,2.9,56.8,M,-13.6,M,,0000*43
$GPGGA,102914.000,3027.4833,N,11424.2742,E,1,07,2.9,56.8,M,-13.6,M,,0000*46
$GPGGA,102915.000,3027.4833,N,11424.2743,E,1,07,2.9,56.8,M,-13.6,M,,0000*46
$GPGGA,102916.000,3027.4831,N,11424.2745,E,1,07,2.9,56.8,M,-13.6,M,,0000*41
$GPGGA,102917.000,3027.4829,N,11424.2746,E,1,07,2.9,56.8,M,-13.6,M,,0000*4A
$GPGGA,102918.000,3027.4827,N,11424.2748,E,1,08,1.2,56.7,M,-13.6,M,,0000*4D
$GPGGA,102919.000,3027.4826,N,11424.2750,E,1,08,1.2,56.7,M,-13.6,M,,0000*44
$GPGGA,102920.000,3027.4824,N,11424.2750,E,1,08,1.2,56.7,M,-13.6,M,,0000*4C
$GPGGA,102921.000,3027.4822,N,11424.2751,E,1,08,1.2,56.7,M,-13.6,M,,0000*4A
$GPGGA,102922.000,3027.4821,N,11424.2751,E,1,08,1.2,56.6,M,-13.6,M,,0000*4B
$GPGGA,102923.000,3027.4821,N,11424.2751,E,1,08,1.2,56.7,M,-13.6,M,,0000*4B
$GPGGA,102924.000,3027.4821,N,11424.2753,E,1,08,1.2,56.7,M,-13.6,M,,0000*4E
$GPGGA,102925.000,3027.4819,N,11424.2753,E,1,08,1.2,56.8,M,-13.6,M,,0000*4B
$GPGGA,102926.000,3027.4817,N,11424.2752,E,1,09,1.1,56.9,M,-13.6,M,,0000*44
$GPGGA,102927.000,3027.4816,N,11424.2753,E,1,09,1.1,56.9,M,-13.6,M,,0000*45
$GPGGA,102928.000,3027.4816,N,11424.2753,E,1,09,1.1,57.0,M,-13.6,M,,0000*42
$GPGGA,102929.000,3027.4820,N,11424.2748,E,1,09,1.1,57.6,M,-13.6,M,,0000*4A
$GPGGA,102930.000,3027.4822,N,11424.2748,E,1,08,1.2,57.7,M,-13.6,M,,0000*43
$GPGGA,102931.000,3027.4825,N,11424.2751,E,1,09,1.1,57.7,M,-13.6,M,,0000*4F
$GPGGA,102932.000,3027.4828,N,11424.2754,E,1,09,1.1,57.5,M,-13.6,M,,0000*46
$GPGGA,102933.000,3027.4829,N,11424.2758,E,1,09,1.1,57.5,M,-13.6,M,,0000*4A
$GPGGA,102934.000,3027.4828,N,11424.2768,E,1,08,1.2,56.2,M,-13.6,M,,0000*4B
$GPGGA,102935.000,3027.4829,N,11424.2772,E,1,09,1.1,55.4,M,-13.6,M,,0000*47
$GPGGA,102936.000,3027.4828,N,11424.2776,E,1,09,1.1,55.0,M,-13.6,M,,0000*45
$GPGGA,102937.000,3027.4826,N,11424.2783,E,1,09,1.1,53.9,M,-13.6,M,,0000*4F
$GPGGA,102938.000,3027.4829,N,11424.2785,E,1,09,1.1,53.2,M,-13.6,M,,0000*42
